Species_updated_name_fishbase,Species_checklist_name,Species_used_name,Author,Class,Order,Family,Red_Sea,Mediterranean,Red_sea_endemic,Med_israeli_coast,Gulf_of_aqaba ,Lessepsian,First_israel_med_record,Pop_status_in_isreal,Lessepsian_med_distribution,Anti_Lessepsian,Distinct_Med_Red_distribution,Med_Red_distribution_explanation,Distinct_sp_Med_first_record_year,Comments,Home_range,Activity,Schooling,Water_level,Diet,Venomous,Poisonous
Epinephelus areolatus,Epinephelus areolatus,Epinephelus areolatus,"Forsskål, 1775",Actinopteri,Perciformes,Serranidae,1,1,0,1,1,1,2015,Single Record,,0,0,NA,NA,NA,Mob,Both,Sol,Bottom,FC,0,0
Epinephelus caninus,Epinephelus caninus,NA,"(Valenciennes, 1843)",Actinopteri,Perciformes,Serranidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Day,Sol,Bottom,IM,0,0
Epinephelus chlorostigma,Epinephelus chlorostigma,NA,"(Klunzinger, 1870)",Actinopteri,Perciformes,Serranidae,1,1,0,0,0,0,NA,NA,NA,0,1,introducued/invaded,2015,Here still refered to as Epinephelus geoffroyi,NA,NA,NA,NA,NA,0,0
Epinephelus coioides,Epinephelus coioides,NA,"(Hamilton, 1822)",Actinopteri,Perciformes,Serranidae,1,1,0,1,0,1,1966,Rare,"Italy, Turkey",0,0,NA,NA,NA,Mob,Both,Sol,Bottom,FC,0,0
Epinephelus costae,Epinephelus costae,Epinephelus costae,"(Steindachner, 1878)",Actinopteri,Perciformes,Serranidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Day,Sol,Bottom,IM,0,0
Epinephelus epistictus,Epinephelus epistictus,NA,Temminck & Schlegel 1842,Actinopteri,Perciformes/Serranoidei,Serranidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Epinephelus fasciatus,Epinephelus fasciatus,Epinephelus fasciatus,"Forsskål, 1775",Actinopteri,Perciformes,Serranidae,1,1,0,0,1,1,2013,Local,Lebanon,0,0,NA,NA,NA,Mob,Both,Sol,Bottom,FC,0,0
Epinephelus fuscoguttatus,Epinephelus fuscoguttatus,NA,Forsskål in Niebuhr 1775,Actinopteri,Perciformes/Serranoidei,Serranidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Both,Sol,Bottom,FC,0,0
Epinephelus lanceolatus,Epinephelus lanceolatus,NA,Bloch 1790,Actinopteri,Perciformes/Serranoidei,Serranidae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Both,Sol,Bottom,FC,0,0
Epinephelus latifasciatus,Epinephelus latifasciatus,NA,Temminck & Schlegel 1842,Actinopteri,Perciformes/Serranoidei,Serranidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Both,Sol,Bottom,FC,0,0
Epinephelus malabaricus,Epinephelus malabaricus,NA,"(Bloch & Schneider, 1801)",Actinopteri,Perciformes,Serranidae,1,1,0,1,1,1,1966,Rare,"Egypt, Malta",0,0,NA,NA,NA,Mob,Both,Sol,Bottom,FC,0,0
Epinephelus marginatus,Epinephelus marginatus,Epinephelus marginatus,"(Lowe, 1834)",Actinopteri,Perciformes,Serranidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Both,Sol,Bottom,IM,0,0
Epinephelus merra,Epinephelus merra,NA,"Bloch, 1793",Actinopteri,Perciformes,Serranidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Both,Sol,Bottom,FC,0,0
Epinephelus morrhua,Epinephelus morrhua,NA,Valenciennes 1833,Actinopteri,Perciformes/Serranoidei,Serranidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Epinephelus polyphekadion,Epinephelus polyphekadion,NA,Bleeker 1849,Actinopteri,Perciformes/Serranoidei,Serranidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Both,Sol,Bottom,FC,0,0
Epinephelus radiatus,Epinephelus radiatus,Epinephelus radiatus,Day 1868,Actinopteri,Perciformes/Serranoidei,Serranidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Both,Sol,Bottom,FC,0,0
Epinephelus stoliczkae,Epinephelus stoliczkae,NA,Day 1875,Actinopteri,Perciformes/Serranoidei,Serranidae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Both,Sol,Bottom,IM,0,0
Epinephelus summana,Epinephelus summana,NA,Forsskål in Niebuhr 1775,Actinopteri,Perciformes/Serranoidei,Serranidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Both,Sol,Bottom,FC,0,0
Epinephelus tauvina,Epinephelus tauvina,Epinephelus tauvina,Forsskål in Niebuhr 1775,Actinopteri,Perciformes/Serranoidei,Serranidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Both,Sol,Bottom,FC,0,0
Epinephelus tukula,Epinephelus tukula,NA,Morgans 1959,Actinopteri,Perciformes/Serranoidei,Serranidae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Both,Sol,Bottom,FC,0,0
Equulites aethopos,Equulites aethopops,NA,Suzuki & Kimura 2017,Actinopteri,Acanthuriformes,Leiognathidae,1,1,1,0,0,0,NA,NA,NA,0,1,introducued/invaded,2011,Here still described as Equulites elongatus,NA,NA,NA,NA,NA,0,0
Equulites klunzingeri,Equulites klunzingeri,NA,"(Steindachner, 1898)",Actinopteri,Acanthuriformes,Leiognathidae,1,1,0,1,0,1,1924,Common,"Croatia, Cyrus ,Egypt, Greece, Lebanon, Lybia, Syria, Tunisis, Turkey",0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Equulites popei,Equulites popei,NA,"(Whitley, 1932)",Actinopteri,Acanthuriformes,Leiognathidae,1,1,0,1,0,1,2011,Single Record,"Lebanon, Turkey",0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Eretmophorus kleinenbergi,Eretmophorus kleinenbergi,NA,"Giglioli, 1889",Actinopteri,Gadiformes,Moridae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Etmopterus spinax,Etmopterus spinax,NA,"(Linnaeus, 1758)",Elasmobranchii,Squaliformes,Etmopteridae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Etrumeus golanii,Etrumeus golanii,NA,"DiBattista, Randall & Bowen, 2012",Actinopteri,Clupeiformes,Dussumieriidae,1,1,1,1,1,1,1961,Common,"Algeria, Cyprus, Egypt, Greece, Italy, Lebanon, Tunisia, Turkey",0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Eubleekeria splendens,Eubleekeria splendens,NA,Cuvier 1829,Actinopteri,Acanthuriformes,Leiognathidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Euleptorhamphus viridis,Euleptorhamphus viridis,NA,van Hasselt 1823,Actinopteri,Beloniformes,Hemiramphidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Eurypegasus draconis,Eurypegasus draconis,Eurypegasus draconis,Linnaeus 1766,Actinopteri,Dactylopteriformes,Pegasidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Day,Sol,Bottom,IM,0,0
Eutelichthys leptochirus,Eutelichthys leptochirus,NA,"Tortonese, 1959",Actinopteri,Perciformes,Liparidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Euthynnus affinis,Euthynnus affinis,Euthynnus affinis,Cantor 1849,Actinopteri,Scombriformes,Scombridae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Euthynnus alletteratus,Euthynnus alletteratus,NA,"(Rafinesque, 1810)",Actinopteri,Scombriformes,Scombridae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,VMob,Day,LargeG,High,FC,0,0
Eutrigla gurnardus,Eutrigla gurnardus,NA,"(Linnaeus, 1758)",Actinopteri,Perciformes,Triglidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,VMob,Night,Sol,Bottom,IM,0,0
Evermannella balbo,Evermannella balbo,NA,"(Risso, 1820)",Actinopteri,Aulopiformes,Evermannellidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Eviota distigma,Eviota distigma,Eviota distigma,Jordan & Seale 1906,Actinopteri,Gobiiformes,Gobiidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Sol,Bottom,IM,0,0
Eviota geminata,Eviota geminata,NA,Greenfield & Bogorodsky 2014,Actinopteri,Gobiiformes,Gobiidae,1,0,1,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Eviota guttata,Eviota guttata,Eviota guttata,Lachner & Karnella 1978,Actinopteri,Gobiiformes,Gobiidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,SmallG,Bottom,IM,0,0
Eviota oculopiperita,Eviota oculopiperita,NA,Greenfield & Bogorodsky 2014,Actinopteri,Gobiiformes,Gobiidae,1,0,1,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Eviota pardalota,Eviota pardalota,NA,Lachner & Karnella 1978,Actinopteri,Gobiiformes,Gobiidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Sol,Bottom,IM,0,0
Eviota prasina,Eviota prasina,Eviota prasina,Klunzinger 1871,Actinopteri,Gobiiformes,Gobiidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Sol,Bottom,IM,0,0
Eviota punyit,Eviota punyit,Eviota sebreei,"Tornabene, Valdez & Erdmann 2016",Actinopteri,Gobiiformes,Gobiidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Eviota zebrina,Eviota zebrina,Eviota prasites,Lachner & Karnella 1978,Actinopteri,Gobiiformes,Gobiidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Sol,Bottom,IM,0,0
Evoxymetopon moricheni,Evoxymetopon moricheni,NA,"Fricke, Golani & Appelbaum-Golani 2014",Actinopteri,Scombriformes,Trichiuridae,1,0,1,0,1,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Exallias brevis,Exallias brevis,Exallias brevis,Kner 1868,Actinopteri,Blenniiformes,Blenniidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Sol,Bottom,IS,0,0
Exocoetus obtusirostris,Exocoetus obtusirostris,NA,"Günther, 1866",Actinopteri,Beloniformes,Exocoetidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Exocoetus volitans,Exocoetus volitans,NA,"Linnaeus, 1758",Actinopteri,Beloniformes,Exocoetidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Exyrias belissimus,Exyrias belissimus,NA,Smith 1959,Actinopteri,Gobiiformes,Gobiidae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Sol,Bottom,IM,0,0
Facciolella karrerae,Facciolella karrerae,NA,Klausewitz 1995,Actinopteri,Anguilliformes,Nettastomatidae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Facciolella oxyrhynchus,Facciolella oxyrhyncha,NA,"(Bellotti, 1883)",Actinopteri,Anguilliformes,Nettastomatidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Sol,Bottom,PK,0,0
Facciolella saurencheloides,Facciolella saurencheloides,NA,D'Ancona 1928,Actinopteri,Anguilliformes,Nettastomatidae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Favonigobius melanobranchus,Favonigobius melanobranchus,NA,"(Fowler, 1934)",Actinopteri,Gobiiformes,Gobiidae,1,1,0,1,1,0,NA,NA,NA,0,1,introducued/invaded,2006,NA,NA,NA,NA,NA,NA,0,0
Favonigobius reichei,Favonigobius reichei,Favonigobius reichei,Bleeker 1853,Actinopteri,Gobiiformes,Gobiidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Sol,Bottom,OM,0,0
Feia nympha,Feia nympha,NA,Smith 1959,Actinopteri,Gobiiformes,Gobiidae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Sol,Bottom,OM,0,0
Fistularia commersonii,Fistularia commersonii,Fistularia commersonii,"Rüppell, 1838",Actinopteri,Syngnathiformes,Fistulariidae,1,1,0,1,1,1,2000,Abundant,"Algeria, Croatia, Cyprus, Egypt, France, Greece, Italy, Lebanon, Libya, Malta, Montenegro, Spain, Syria, Tunisia, Turkey",0,0,NA,NA,NA,VMob,Day,SmallG,High,FC,0,0
Fistularia petimba,Fistularia petimba,Fistularia petimba,"Lacepčde, 1803",Actinopteri,Syngnathiformes,Fistulariidae,1,1,0,1,1,1,2019,Abundant,"Cyprus, Spain, Turkey",0,0,NA,NA,NA,VMob,Both,SmallG,Low,FC,0,0
Foa fo,Foa fo,NA,Jordan & Seale 1905,Actinopteri,Kurtiformes,Apogonidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Night,Sol,Bottom,IM,0,0
Forcipiger flavissimus,Forcipiger flavissimus,NA,Jordan & McGregor 1898,Actinopteri,Acanthuriformes,Chaetodontidae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Pair,Bottom,IM,0,0
Fowleria aurita,Fowleria aurita,NA,Valenciennes 1831,Actinopteri,Kurtiformes,Apogonidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Night,Sol,Bottom,IM,0,0
Fowleria isostigma,Fowleria isostigma,Fowleria isostigma,Jordan & Seale 1906,Actinopteri,Kurtiformes,Apogonidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Night,Sol,Bottom,IM,0,0
Fowleria marmorata,Fowleria marmorata,Fowleria marmorata,Alleyne & Macleay 1877,Actinopteri,Kurtiformes,Apogonidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Night,Sol,Bottom,IM,0,0
Fowleria vaiulae,Fowleria vaiulae,Fowleria vaiulae,Jordan & Seale 1906,Actinopteri,Kurtiformes,Apogonidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Night,Sol,Bottom,IM,0,0
Fowleria variegata,Fowleria variegata,NA,Valenciennes 1832,Actinopteri,Kurtiformes,Apogonidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Night,Sol,Bottom,IM,0,0
Fusigobius humeralis,Fusigobius humeralis,NA,Randall 2001,Actinopteri,Gobiiformes,Gobiidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Sol,Bottom,IM,0,0
Fusigobius longispinus,Fusigobius longispinus,NA,Goren 1978,Actinopteri,Gobiiformes,Gobiidae,1,0,1,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Sol,Bottom,IM,0,0
Fusigobius maximus,Fusigobius maximus,NA,Randall 2001,Actinopteri,Gobiiformes,Gobiidae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Sol,Bottom,IM,0,0
Fusigobius neophytus,Fusigobius neophytus,Fusigobius neophytus,Günther 1877,Actinopteri,Gobiiformes,Gobiidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Sol,Bottom,IM,0,0
Gadella maraldi,Gadella maraldi,NA,"(Risso, 1810)",Actinopteri,Gadiformes,Moridae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Gadiculus argenteus,Gadiculus argenteus,NA,"Guichenot, 1850",Actinopteri,Gadiformes,Gadidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Gadus morhua,Gadus morhua,NA,"Linnaeus, 1758",Actinopteri,Gadiformes,Gadidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Gaidropsarus granti,Gaidropsarus granti,NA,"(Regan, 1903)",Actinopteri,Gadiformes,Lotidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,IM,0,0
Gaidropsarus macrophthalmus,Gaidropsarus macrophthalmus,NA,"(Günther, 1867)",Actinopteri,Gadiformes,Lotidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Gaidropsarus mediterraneus,Gaidropsarus mediterraneus,NA,"(Linnaeus, 1758)",Actinopteri,Gadiformes,Lotidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Sol,Bottom,IM,0,0
Gaidropsarus vulgaris,Gaidropsarus vulgaris,NA,"(Cloquet, 1824)",Actinopteri,Gadiformes,Lotidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Sol,Bottom,IM,0,0
Galeocerdo cuvier,Galeocerdo cuvier,NA,(Péron & Lesueur 1822),Elasmobranchii,Carcharhiniformes,Carcharhinidae,1,1,0,0,1,0,NA,NA,NA,0,1,known_distribution,,NA,VMob,Both,Sol,Low,FC,0,0
Galeoides decadactylus,Galeoides decadactylus,NA,"(Bloch, 1795)",Actinopteri,Carangiformes,Polynemidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Galeorhinus galeus,Galeorhinus galeus,NA,"(Linnaeus, 1758)",Elasmobranchii,Carcharhiniformes,Triakidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Galeus atlanticus,Galeus atlanticus,NA,"(Vaillant, 1888)",Elasmobranchii,Carcharhiniformes,Pentanchidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Galeus melastomus,Galeus melastomus,NA,"Rafinesque, 1810",Elasmobranchii,Carcharhiniformes,Pentanchidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Gammogobius steinitzi,Gammogobius steinitzi,NA,"Bath, 1971",Actinopteri,Gobiiformes,Gobiidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Sol,Bottom,IM,0,0
Gazza minuta,Gazza minuta,NA,Bloch 1795,Actinopteri,Acanthuriformes,Leiognathidae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Genicanthus caudovittatus,Genicanthus caudovittatus,Genicanthus caudovittatus,Günther 1860,Actinopteri,Acanthuriformes,Pomacanthidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,SmallG,Low,PK,0,0
Gephyroberyx darwinii,Gephyroberyx darwinii,NA,"(Johnson, 1866)",Actinopteri,Trachichthyiformes,Trachichthyidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Night,MedG,Low,IM,0,0
Gerres infasciatus,Gerres infasciatus,NA,Iwatsuki & Kimura 1998,Actinopteri,Eupercaria/misc,Gerreidae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Gerres longirostris,Gerres longirostris,Gerres longirostris,Lacepčde 1801,Actinopteri,Eupercaria/misc,Gerreidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,VMob,Night,MedG,Low,IM,0,0
Gerres macracanthus,Gerres macracanthus,NA,Bleeker 1854,Actinopteri,Eupercaria/misc,Gerreidae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Gerres oblongus,Gerres oblongus,NA,Cuvier 1830,Actinopteri,Eupercaria/misc,Gerreidae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,VMob,Night,MedG,Low,IM,0,0
Gerres oyena,Gerres oyena,Gerres oyena,Forsskål in Niebuhr 1775,Actinopteri,Eupercaria/misc,Gerreidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,VMob,Night,MedG,Low,IM,0,0
Gladiogobius rex,Gladiogobius rex,NA,Shibukawa & Allen 2007,Actinopteri,Gobiiformes,Gobiidae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Sol,Bottom,IM,0,0
Glaucostegus cemiculus,Glaucostegus cemiculus,NA,"(Geoffroy St. Hilaire, 1817)",Elasmobranchii,Rhinopristiformes,Glaucostegidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Glaucostegus halavi,Glaucostegus halavi,NA,"(Fabricius, 1775)",Elasmobranchii,Rajiformes,Rajidae,1,1,0,0,0,0,NA,NA,NA,0,1,introducued/invaded,2004,NA,NA,NA,NA,NA,NA,0,0
Glaucostegus thouin,Glaucostegus thouin,NA,Anonymous 1798,Elasmobranchii,Rhinopristiformes,Rhinobatidae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Glossanodon leioglossus,Glossanodon leioglossus,NA,"(Valenciennes, 1848)",Actinopteri,Argentiniformes,Argentinidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Glossogobius giuris,Glossogobius giuris,NA,Hamilton 1822,Actinopteri,Gobiiformes,Gobiidae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Gnathanodon speciosus,Gnathanodon speciosus,NA,Forsskål in Niebuhr 1775,Actinopteri,Carangiformes,Carangidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,VMob,Both,MedG,High,FC,0,0
Gnatholepis anjerensis,Gnatholepis anjerensis,Gnatholepis anjerensis,Bleeker 1851,Actinopteri,Gobiiformes,Gobiidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Sol,Bottom,OM,0,0
Gnatholepis caudimaculata,Gnatholepis caudimaculata,NA,Larson & Buckle 2012,Actinopteri,Gobiiformes,Gobiidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Gnathophis mystax,Gnathophis mystax,NA,"(Delaroche, 1809)",Actinopteri,Anguilliformes,Congridae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Gobiodon ater,Gobiodon ater,NA,"Herler, Bogorodsky & Suzuki 2013",Actinopteri,Gobiiformes,Gobiidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Gobiodon bilineatus,Gobiodon bilineatus,NA,"Herler, Bogorodsky & Suzuki 2013",Actinopteri,Gobiiformes,Gobiidae,1,0,1,0,1,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Gobiodon citrinus,Gobiodon citrinus,Gobiodon citrinus,Rüppell 1838,Actinopteri,Gobiiformes,Gobiidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Pair,Bottom,IS,0,0
Gobiodon fuscoruber,Gobiodon fuscoruber,Gobiodon fuscoruber,"Herler, Bogorodsky & Suzuki 2013",Actinopteri,Gobiiformes,Gobiidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Gobiodon histrio,Gobiodon histrio,Gobiodon histrio,Valenciennes 1837,Actinopteri,Gobiiformes,Gobiidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Sol,Bottom,IS,0,0
Gobiodon irregularis,Gobiodon irregularis,NA,"Herler, Bogorodsky & Suzuki 2013",Actinopteri,Gobiiformes,Gobiidae,1,0,1,0,1,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Gobiodon prolixus,Gobiodon prolixus,NA,Winterbottom & Harold 2005,Actinopteri,Gobiiformes,Gobiidae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Sol,Bottom,IS,0,0
Gobiodon reticulatus,Gobiodon reticulatus,Gobiodon reticulatus,Playfair 1867,Actinopteri,Gobiiformes,Gobiidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Sol,Bottom,IS,0,0
Gobiodon rivulatus,Gobiodon rivulatus,Gobiodon rivulatus,Rüppell 1830,Actinopteri,Gobiiformes,Gobiidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Sol,Bottom,IS,0,0
Gobius ater,Gobius ater,NA,"Bellotti, 1888",Actinopteri,Gobiiformes,Gobiidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Gobius auratus,Gobius auratus,Gobius auratus,"Risso, 1810",Actinopteri,Gobiiformes,Gobiidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Sol,Bottom,IM,0,0
Gobius bucchichi,Gobius bucchichi,Gobius bucchichi,"Steindachner, 1870",Actinopteri,Gobiiformes,Gobiidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Sol,Bottom,OM,0,0
Gobius cobitis,Gobius cobitis,Gobius cobitis,"Pallas, 1814",Actinopteri,Gobiiformes,Gobiidae,1,1,0,1,0,0,NA,NA,NA,1,0,NA,NA,NA,Sed,Day,Sol,Bottom,OM,0,0
Gobius couchi,Gobius couchi,NA,"Miller & El-Tawil, 1974",Actinopteri,Gobiiformes,Gobiidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Sol,Bottom,OM,0,0
Gobius cruentatus,Gobius cruentatus,NA,"Gmelin, 1789",Actinopteri,Gobiiformes,Gobiidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Sol,Bottom,IM,0,0
Gobius fallax,Gobius fallax,NA,"Sarato, 1889",Actinopteri,Gobiiformes,Gobiidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Sol,Bottom,IM,0,0
Gobius gasteveni,Gobius gasteveni,NA,"Miller, 1974",Actinopteri,Gobiiformes,Gobiidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Sol,Bottom,IM,0,0
Gobius geniporus,Gobius geniporus,NA,"Valenciennes, 1837",Actinopteri,Gobiiformes,Gobiidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Gobius incognitus,Gobius incognitus,NA,"Kova?i? & �anda, 2016",Actinopteri,Gobiiformes,Gobiidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
